Country,Year,Unemployment,Delta_Unemployment,COORD,GDPGrowth,Inflation,ExportDependence,GovSpend
Netherlands,2002,2.554,0.4349999999999996,5.0,0.245785659129112,3.28753104712766,60.1048715353519,22.0454920550963
Netherlands,2003,3.593,1.0390000000000001,5.0,0.097832364227159,2.09199838997655,59.2393489233853,22.8078795729665
Netherlands,2004,4.646,1.053,4.0,2.01630996216733,1.26364739183177,62.5959181523516,22.4106566736836
Netherlands,2005,5.872,1.226,4.0,2.03396336199143,1.6881301786962,65.5858924432585,22.1894988808979
Netherlands,2006,5.007,-0.8650000000000002,4.0,3.53737509680782,1.10150106517709,68.1457296355057,23.0747101000266
Netherlands,2007,4.153,-0.8540000000000001,4.0,3.88530644801823,1.61385859802102,68.7100477700614,23.0999959857091
Netherlands,2008,3.658,-0.49499999999999966,4.0,2.11681593642137,2.48650198289457,69.6056649864348,23.3458058433991
Netherlands,2009,4.352,0.6940000000000004,5.0,-3.66529049145096,1.18977687021548,61.6018141050156,25.7776832711017
Netherlands,2010,4.991,0.6389999999999993,4.0,1.31932032302214,1.27530569556679,69.2873649735157,26.0868212907179
Netherlands,2011,4.977,-0.013999999999999346,4.0,1.77334516269423,2.34107017751373,75.1751870770854,25.5644324121626
Netherlands,2012,5.821,0.8439999999999994,4.0,-0.977876877747732,2.45554765291614,79.5755903693531,25.8184044531411
Netherlands,2013,7.241,1.42,4.0,-0.0302325600539604,2.50689852657875,80.3711722486241,25.591112540135
Netherlands,2014,7.419,0.17799999999999994,4.0,1.61261001294011,0.976035079699679,81.3822615368973,25.4138134792751
Netherlands,2015,6.872,-0.5469999999999997,4.0,2.12060523860846,0.600248147278776,83.9918475345943,24.6510530267816
Netherlands,2016,6.007,-0.8650000000000002,4.0,2.42428572955482,0.316666666666652,80.9095011629118,24.2777102787517
Netherlands,2017,4.837,-1.17,4.0,2.78154619309936,1.38145871407216,85.1795472131327,23.9046907483542
Netherlands,2018,3.832,-1.005,4.0,2.2587403735731,1.70349794744479,87.0564594492635,23.9575090216481
Netherlands,2019,3.379,-0.45299999999999985,4.0,2.30009157916757,2.63369910249591,85.3209394926528,24.1193009603901
Netherlands,2020,3.82,0.44099999999999984,4.0,-3.86795333823223,1.27246037789161,81.2415259478997,25.419278032195
Netherlands,2021,4.209,0.3889999999999998,4.0,6.2768306708326,2.67572008805385,86.4500028041052,25.1515899276541
Netherlands,2022,3.526,-0.6829999999999998,4.0,5.00723455159611,10.0012078753473,96.4436215813729,24.1995532390171
Netherlands,2023,3.535,0.009000000000000341,4.0,-0.598096167209832,3.83839354342808,87.4860612893795,24.9106541742808
New Zealand,2000,6.13,NA,1.0,2.87005108790095,2.6152344624632,35.7454584901409,17.0904296597936
New Zealand,2001,5.433,-0.6970000000000001,1.0,3.41099312247906,2.62581630392903,35.4310398408851,16.8974143824974
New Zealand,2002,5.282,-0.1509999999999998,1.0,4.71347767117496,2.67709257711605,32.8470717038637,16.7597517402594
New Zealand,2003,4.745,-0.5369999999999999,1.0,4.72804204913962,1.75357444759557,29.8397254017245,16.8073798286529
New Zealand,2004,4.005,-0.7400000000000002,1.0,4.08796484025709,2.29024902847571,29.5434106069527,17.0698568184318
New Zealand,2005,3.807,-0.19799999999999995,1.0,3.35292760405062,3.03702332617012,28.2851654320382,17.9474275333411
New Zealand,2006,3.857,0.050000000000000266,1.0,2.77978059105617,3.36540196171993,29.6086137531685,18.3612009023046
New Zealand,2007,3.661,-0.19600000000000017,1.0,3.05641638984955,2.37614310290659,29.2731139479196,18.428481890793
New Zealand,2008,4.167,0.5059999999999998,1.0,-1.01703846933975,3.9589493731206,32.0052043552236,19.7417839139069
New Zealand,2009,6.121,1.9540000000000006,1.0,-0.0374661120713,2.1156511055456,28.6654584101329,19.7324036945952
New Zealand,2010,6.557,0.43599999999999994,1.0,1.45863634911349,2.30202385958572,30.197296130602,19.6516168275646
New Zealand,2011,6.491,-0.06600000000000072,1.0,2.09349621669912,4.0279066739204,30.3601069067379,19.5615885966146
New Zealand,2012,6.931,0.4400000000000004,1.0,2.36630664656174,1.05991318445632,28.8015197819443,19.3450987950038
New Zealand,2013,5.839,-1.0919999999999996,1.0,2.58954199031598,1.13442266445817,28.7976232386808,18.7337391916607
New Zealand,2014,5.428,-0.4110000000000005,1.0,3.82638491760299,1.227507505974,27.9544041792052,18.7562006775977
New Zealand,2015,5.415,-0.0129999999999999,1.0,3.69036908387233,0.292704628136101,27.9337478332662,18.4818972567095
New Zealand,2016,5.147,-0.2679999999999998,1.0,3.77911068354334,0.646240284454524,26.6113743203496,18.1231524736147
New Zealand,2017,4.736,-0.4110000000000005,1.0,3.37873219470765,1.85078767452536,27.5634416584186,17.904225778071
New Zealand,2018,4.335,-0.4009999999999998,1.0,3.47058203866328,1.59829703801696,27.8656152284463,18.2215201028808
New Zealand,2019,4.109,-0.22599999999999998,1.0,2.31747144034802,1.61963190184048,27.3298341875002,18.852086342506
New Zealand,2020,4.595,0.48599999999999977,1.0,-0.307246896026541,1.71456170007245,21.6971482843436,20.4371940676521
New Zealand,2021,3.776,-0.819,1.0,4.53540565716095,3.94112060778728,22.3098859845046,21.0705871213176
New Zealand,2022,3.299,-0.47699999999999987,1.0,3.49638686458842,7.17222476016441,24.0473873191656,20.8745105114568
New Zealand,2023,3.734,0.43500000000000005,1.0,1.39425181563566,5.73316283034957,23.7150117429638,NA
Norway,2000,3.458,NA,4.0,3.31894570142394,3.08550609131279,45.612776085856,18.8635586549089
Norway,2001,3.738,0.2799999999999998,4.0,2.06713043546189,3.00419703998233,44.9851535831821,20.0319395828706
Norway,2002,4.022,0.28400000000000025,4.0,1.37755702173065,1.28672528415184,40.4688823606507,21.6263198105035
Norway,2003,4.221,0.19899999999999984,4.0,0.944909363247831,2.48782553461781,39.6723098094631,21.9413888965855
Norway,2004,4.256,0.03500000000000014,4.0,4.01458802387079,0.454498502220863,41.11014734445,20.7439309264519
Norway,2005,4.381,0.125,4.0,2.68512290339085,1.53213367609249,43.4420594110174,19.3734517687955
Norway,2006,3.397,-0.9840000000000004,4.0,2.46147311635166,2.3293498075755,44.5373237369717,18.5676383035241
Norway,2007,2.493,-0.9039999999999999,4.0,2.91404000653228,0.712589073634201,42.9575531295574,18.6493453448771
Norway,2008,2.521,0.028000000000000025,4.0,0.481919549757933,3.75393081761005,46.2181008986951,18.400463744239
Norway,2009,3.1,0.5790000000000002,4.0,-1.94036472596633,2.19738586853568,39.8101497225902,21.4990129982555
Norway,2010,3.527,0.42700000000000005,4.0,0.787051861494078,2.41890639481003,40.150329072743,21.2265832895452
Norway,2011,3.196,-0.33099999999999996,4.0,1.10565603382983,1.2849515880916,41.6612661743411,20.790418547942
Norway,2012,3.129,-0.06700000000000017,4.0,2.71795924894734,0.696864111498263,41.2870648544023,20.6096915874254
Norway,2013,3.425,0.2959999999999998,4.0,1.01619084044641,2.12048620353112,39.8613095344032,20.9790524328269
Norway,2014,3.486,0.06100000000000039,4.0,2.04813200438943,2.04170286707211,39.7276720425482,21.7227596135843
Norway,2015,4.296,0.81,4.0,1.85733971623901,2.17113665389527,38.5751887349717,23.0978508285298
Norway,2016,4.68,0.38399999999999945,4.0,1.16472423928819,3.55000000000007,35.9381714261875,24.2188229593057
Norway,2017,4.164,-0.516,4.0,2.46374626574153,1.87510059552545,36.7322649944946,23.8057622649674
Norway,2018,3.801,-0.36299999999999955,4.0,0.828931500516902,2.76483134528797,38.2210272883516,23.112939424551
Norway,2019,3.684,-0.11699999999999999,4.0,1.12374694968757,2.16773003305411,36.640925320627,24.1035080681146
Norway,2020,4.424,0.7400000000000002,4.0,-1.27817177234034,1.28658490707996,32.2103377797679,26.1340574738378
Norway,2021,4.359,-0.06500000000000039,4.0,3.90868676830634,3.48388055266669,43.0363019206366,22.4493406578412
Norway,2022,3.231,-1.1280000000000001,4.0,3.24622860260932,5.76412317852272,55.4998207714937,18.0964798823633
Norway,2023,3.574,0.34299999999999997,4.0,0.0721204806030329,5.51784987104659,47.9120990269837,22.0477897050686
South Korea,2000,4.063,NA,2.0,9.2018583880479,2.25916580080157,32.8643016483147,10.5657622556615
South Korea,2001,3.699,-0.3639999999999999,2.0,4.72593560322356,4.06657587897792,30.8628730280238,11.3505361029289
South Korea,2002,3.046,-0.653,2.0,7.74399895319569,2.76226210296599,28.869081069037,11.3173666243086
South Korea,2003,3.348,0.30200000000000005,2.0,3.07472661826947,3.51487451459939,30.4447497818826,11.6926460752812
South Korea,2004,3.42,0.07200000000000006,2.0,5.1836368597334,3.59066298882578,35.6099304973786,11.8856980801376
South Korea,2005,3.482,0.06200000000000028,2.0,4.35823667337156,2.75379162735039,34.1271966602876,12.3342666695472
South Korea,2006,3.254,-0.2280000000000002,2.0,5.24500550580342,2.24234028518921,34.4457182771661,12.8064371013535
South Korea,2007,3.013,-0.2410000000000001,2.0,5.8419633918717,2.53457382137932,36.0414909532161,12.8258089855345
South Korea,2008,2.959,-0.053999999999999826,2.0,3.00440451679569,4.67389655533408,45.8471508377288,13.3680401279198
South Korea,2009,3.363,0.4039999999999999,2.0,0.81986175641795,2.7564965449393,43.5106195264818,13.9553200396238
South Korea,2010,3.324,-0.039000000000000146,2.0,6.98166138853071,2.93928652655686,45.2718606886955,13.5041083461487
South Korea,2011,2.992,-0.33199999999999985,2.0,3.6880320602952,4.0259650043609,51.2813207677942,13.7084319244367
South Korea,2012,2.812,-0.18000000000000016,2.0,2.54766550568242,2.18707104433314,52.0235312085188,14.0026335270874
South Korea,2013,3.067,0.25500000000000034,2.0,3.2913959543442,1.30134754547413,49.2338591040691,14.2597016228901
South Korea,2014,3.082,0.01499999999999968,2.0,3.21468019683108,1.27477446401322,45.7876203673052,14.4870309446874
South Korea,2015,3.546,0.46399999999999997,2.0,2.92029267301234,0.70633177245575,40.9681314540182,14.3464638758806
South Korea,2016,3.65,0.10400000000000009,2.0,3.17152748983935,0.971685739912168,38.1129875583911,14.4415307448348
South Korea,2017,3.653,0.0030000000000001137,2.0,3.433191763972,1.94433230786366,38.8488899920532,14.5742094583287
South Korea,2018,3.824,0.17099999999999982,2.0,3.17611568177327,1.47583935002645,39.4523497931837,15.1402621209188
South Korea,2019,3.746,-0.07799999999999985,2.0,2.31380210595475,0.383000303608136,37.0413266370488,16.06298714056
South Korea,2020,3.931,0.18500000000000005,2.0,-0.700242317542106,0.537288023411737,34.6152001987888,16.9828462110022
South Korea,2021,3.639,-0.29200000000000026,2.0,4.61296795454287,2.49833333333339,39.3388192669479,17.0244387167472
South Korea,2022,2.857,-0.7819999999999996,2.0,2.72756456708991,5.08951365062842,45.294860984133,17.6379104489815
South Korea,2023,2.675,-0.18200000000000038,2.0,1.58301467403629,3.5974562502901,41.3214807367697,17.7751832803211
Sweden,2000,5.466,NA,4.0,4.63112136551369,0.899143734041715,43.245425579392,24.5255368392648
Sweden,2001,4.73,-0.7359999999999998,4.0,1.36080642694121,2.40595834145436,42.8995075024433,24.7267628665785
Sweden,2002,4.965,0.23499999999999943,4.0,2.27772867861897,2.15848213589266,41.1616688311214,25.4018261314798
Sweden,2003,5.555,0.5899999999999999,4.0,1.88102769675844,1.92565534892383,40.3360837488571,25.7330801322272
Sweden,2004,6.693,1.138,4.0,4.17958419343711,0.373659828721824,42.7189306670309,25.0585813234744
Sweden,2005,7.81,1.117,4.0,2.79313782840156,0.453170852576138,45.3316169745966,24.9303156303092
Sweden,2006,7.066,-0.7439999999999998,4.0,4.67607488877992,1.36021468627693,47.5983472649069,24.6622051843481
Sweden,2007,6.161,-0.9050000000000002,4.0,3.22486814096095,2.21216883436733,47.7240209109834,24.2059275965503
Sweden,2008,6.235,0.07400000000000073,4.0,-0.923113250067971,3.43704910602875,49.0140992896845,24.7855683275877
Sweden,2009,8.351,2.1160000000000005,4.0,-4.25561384207619,-0.494460544378051,43.4591254566978,26.1322419215826
Sweden,2010,8.61,0.25899999999999856,4.0,5.75076477579255,1.15798802715626,44.8770299089346,25.1879057776486
Sweden,2011,7.804,-0.8059999999999992,4.0,3.16388567406926,2.9611507382214,45.4141189699788,25.0926024146402
Sweden,2012,7.976,0.1719999999999997,4.0,-0.414397702454409,0.888377506923735,44.8335680407679,25.8787030187985
Sweden,2013,8.052,0.07599999999999962,4.0,1.13766671801426,-0.044292970148682,42.736274814874,26.3184051620825
Sweden,2014,7.954,-0.09799999999999986,4.0,2.29577238758284,-0.179638494114635,43.4587323957165,26.2755994072154
Sweden,2015,7.432,-0.5219999999999994,4.0,4.38824673608589,-0.0467847449832812,43.7114624281719,25.8977209771077
Sweden,2016,6.99,-0.44200000000000017,4.0,2.13117914731151,0.984269244577992,42.9375471367813,26.4988102124362
Sweden,2017,6.718,-0.27200000000000024,4.0,1.88282184966646,1.79449904665599,43.9177471861903,26.3066887513623
Sweden,2018,6.365,-0.35299999999999976,4.0,1.7702553546772,1.95353530127028,45.9408514773526,26.3346572936666
Sweden,2019,6.833,0.46799999999999997,4.0,2.60823012869524,1.78415097403835,48.2886583812982,25.8980495807728
Sweden,2020,8.291,1.4580000000000002,4.0,-1.93379704032216,0.497367318853572,44.2873771533388,26.5741578401929
Sweden,2021,8.803,0.5120000000000005,4.0,5.2258643028773,2.16319736447143,47.4842370278491,25.9763998405245
Sweden,2022,7.417,-1.386000000000001,4.0,1.25543620445816,8.36929098869189,54.3120633586152,25.5364171916894
Sweden,2023,7.611,0.19399999999999995,4.0,-0.204061304891439,8.5486248974891,55.1958779701806,26.3170240463134
Switzerland,2000,2.658,NA,3.0,3.95871990780931,1.55852919679008,51.4377228768854,11.1598909444037
Switzerland,2001,2.49,-0.1679999999999997,3.0,1.57566198688916,0.989020329832545,50.2026964781874,11.1637674855913
Switzerland,2002,2.924,0.4339999999999997,3.0,-0.0732172569941127,0.642711506543277,48.5596411646909,11.542897557961
Switzerland,2003,4.117,1.193,3.0,-0.0323984255438887,0.638272930887189,47.7207184344473,11.7348935607647
Switzerland,2004,4.316,0.19899999999999984,3.0,2.70170912949028,0.802908730955226,51.2999852986173,11.5149095992384
Switzerland,2005,4.437,0.12100000000000044,3.0,2.74969910618739,1.17195420333702,53.8541740314548,11.2482518062864
Switzerland,2006,3.995,-0.44200000000000017,3.0,4.0736284178369,1.05950928324804,56.6091852245621,10.7427651651168
Switzerland,2007,3.641,-0.3540000000000001,3.0,3.91637577227581,0.732350603122236,61.5528145502156,10.4244100328755
Switzerland,2008,3.35,-0.2909999999999999,3.0,2.8079835919566,2.42604117060157,63.1293186926904,10.5706989010013
Switzerland,2009,4.109,0.7589999999999999,3.0,-2.29737452570922,-0.480481936423304,58.009669038461,11.3846246387676
Switzerland,2010,4.808,0.6989999999999998,3.0,3.24339715656356,0.688238707219974,64.8376280081055,11.1836121803075
Switzerland,2011,4.409,-0.399,3.0,1.81310830459596,0.2313492076509,66.4499236497689,11.2755715577404
Switzerland,2012,4.491,0.08199999999999985,3.0,1.17925385250513,-0.692552018105163,67.7773730536667,11.3149273831192
Switzerland,2013,4.747,0.2560000000000002,3.0,1.79214400716117,-0.217323155115672,72.0682136205549,11.4125791729509
Switzerland,2014,4.826,0.07899999999999974,3.0,2.34988141500179,-0.0132025387515945,65.3372701216929,11.4816364729739
Switzerland,2015,4.801,-0.024999999999999467,3.0,1.64462750849488,-1.14390867228178,63.8289557538988,11.5375670168373
Switzerland,2016,4.918,0.11699999999999999,3.0,2.06868969039562,-0.434618664285814,66.817725925772,11.5149617444437
Switzerland,2017,4.797,-0.12100000000000044,3.0,1.36279965488859,0.533787839825876,66.3484902889967,11.5093914980384
Switzerland,2018,4.713,-0.08399999999999963,3.0,2.86044579439036,0.936335464113572,67.4781861031999,11.2649207517523
Switzerland,2019,4.394,-0.31899999999999995,3.0,1.14198218965691,0.362886179940674,66.9653936798419,11.3549037641088
Switzerland,2020,4.817,0.42300000000000004,3.0,-2.14173712008038,-0.725874933313402,64.0955571587348,12.1264545910032
Switzerland,2021,5.013,0.19599999999999973,3.0,5.55962020605844,0.581814168489855,71.1192329157335,11.9159806875632
Switzerland,2022,4.122,-0.891,3.0,3.04406102969423,2.83502798644451,76.1397677689787,11.2347528038153
Switzerland,2023,4.043,-0.07899999999999974,3.0,0.683328174376044,2.13540088016386,73.3331587674762,11.2574218352381
United Kingdom,2000,5.558,NA,2.0,4.52438074810904,1.18295624210408,25.5563430576261,16.5805392850386
United Kingdom,2001,4.696,-0.8620000000000001,2.0,2.39102229602824,1.53234960272418,25.4493099773846,17.1973730641732
United Kingdom,2002,5.037,0.3410000000000002,2.0,1.70902736258567,1.52040245947455,24.4315052325124,18.0900450844853
United Kingdom,2003,4.807,-0.22999999999999954,2.0,3.21851612669614,1.37650038542013,23.9686749011091,18.7759702558887
United Kingdom,2004,4.594,-0.21300000000000008,2.0,2.32601853325993,1.39039756680422,23.9845291728171,19.3341636884646
United Kingdom,2005,4.884,0.29000000000000004,2.0,2.7906547174688,2.0891364902507,25.2070017509366,19.5345943592335
United Kingdom,2006,5.472,0.5880000000000001,2.0,2.18982132415704,2.4556616643929,27.412859926391,19.7128707512449
United Kingdom,2007,5.399,-0.0730000000000004,2.0,2.93091133582351,2.38656150773327,25.4079803883281,19.5927252761275
United Kingdom,2008,5.748,0.3490000000000002,2.0,-0.0494116727402769,3.52140856342539,27.3794373670982,20.2703503957329
United Kingdom,2009,7.683,1.9349999999999996,2.0,-4.58740819226323,1.96173173560109,26.7073659504747,21.8398042843264
United Kingdom,2010,7.973,0.29000000000000004,2.0,2.26054460931586,2.49265472467065,28.7463664387355,21.4325808449976
United Kingdom,2011,8.195,0.22200000000000042,2.0,0.851437739020326,3.8561124468282,31.2649218986254,20.8042181029914
United Kingdom,2012,8.279,0.08399999999999963,2.0,1.52826034721852,2.5732347965453,30.4995388300455,20.6413631115148
United Kingdom,2013,7.752,-0.5270000000000001,2.0,1.71846961308464,2.29166666666659,30.2076160154538,20.0423459760144
United Kingdom,2014,6.398,-1.354,2.0,3.16017351468152,1.45112016293279,28.5320090066163,19.7332253904663
United Kingdom,2015,5.552,-0.8460000000000001,2.0,2.14040560033371,0.36804684232536,27.8790736176463,19.4312702799147
United Kingdom,2016,4.909,-0.6429999999999998,2.0,2.20652020635357,1.0084173681141,29.0615561502528,19.0926073260822
United Kingdom,2017,4.501,-0.4079999999999995,2.0,3.02322219840339,2.55775577557747,30.9738310965649,18.5281767976876
United Kingdom,2018,4.145,-0.35600000000000076,2.0,1.55133095078786,2.29283990345938,31.854534000688,18.3768895986708
United Kingdom,2019,3.657,-0.48799999999999955,2.0,1.25629899760824,1.73810460086513,31.9028602803155,18.934726344575
United Kingdom,2020,4.472,0.8150000000000004,2.0,-10.047896637362,0.989486703772491,29.9486520576829,22.3849730788057
United Kingdom,2021,4.864,0.39199999999999946,2.0,8.5431118453255,2.51837109614213,29.2894071087705,21.9023771103032
United Kingdom,2022,3.768,-1.096,2.0,5.14970388522993,7.92204883147902,34.0619283837069,20.3875396220537
United Kingdom,2023,4.025,0.25700000000000056,2.0,0.271650048355255,6.79396706793963,31.9122697629938,20.2413809642158
United States,2000,3.992,NA,1.0,4.07758575682804,3.37685727149929,10.6927769053241,14.0239517400802
United States,2001,4.731,0.7389999999999999,1.0,0.955538348341605,2.82617111885407,9.70344749898923,14.5356379493206
United States,2002,5.783,1.0520000000000005,1.0,1.70044732643726,1.58603162650601,9.131381513844,15.0590355024837
United States,2003,5.989,0.20599999999999952,1.0,2.79560596320081,2.27009497336115,9.03565868264667,15.2436331781727
United States,2004,5.529,-0.45999999999999996,1.0,3.84777169556921,2.67723669309172,9.62875008142275,15.158309850606
United States,2005,5.084,-0.4450000000000003,1.0,3.48354993555606,3.3927468454955,9.98205473154167,15.047143394
United States,2006,4.623,-0.4609999999999994,1.0,2.78453963650701,3.22594410070404,10.641386468295,15.0044511883738
United States,2007,4.622,-0.001000000000000334,1.0,2.00385829784946,2.85267248150138,11.4637901622698,15.1892879283282
United States,2008,5.784,1.162,1.0,0.113587249881704,3.839100296651,12.4258473646734,15.9340733958399
United States,2009,9.254,3.4699999999999998,1.0,-2.57650022958367,-0.355546266299747,10.9322206193664,16.8076950275681
United States,2010,9.633,0.37899999999999956,1.0,2.69519257744442,1.6400434423899,12.3413608086534,16.6858457892174
United States,2011,8.949,-0.6839999999999993,1.0,1.56440685763506,3.156841568622,13.5634671535102,16.098427999507
United States,2012,8.069,-0.879999999999999,1.0,2.28911338669843,2.06933726526067,13.6440493967794,15.4758416244692
United States,2013,7.375,-0.6940000000000008,1.0,2.11783009790057,1.46483265562717,13.5836612014366,15.0253298264668
United States,2014,6.168,-1.2069999999999999,1.0,2.52381981363968,1.62222297740817,13.5524377198989,14.5992974323344
United States,2015,5.28,-0.8879999999999999,1.0,2.94555045484053,0.118627135552451,12.4718192531032,14.3028948337723
United States,2016,4.869,-0.4110000000000005,1.0,1.81945147788167,1.26158320570536,11.957982056879,14.1928765356073
United States,2017,4.355,-0.5139999999999993,1.0,2.45762229852507,2.13011000365961,12.2617381180006,13.9429433442707
United States,2018,3.896,-0.4590000000000005,1.0,2.96650506901305,2.44258329692817,12.3609892157496,13.9274534549159
United States,2019,3.669,-0.22699999999999987,1.0,2.58382533412825,1.81221007526021,11.8768712235892,14.1009184202812
United States,2020,8.055,4.385999999999999,1.0,-2.16302914036166,1.23358439630629,10.2141055302392,15.0912418134706
United States,2021,5.349,-2.7059999999999995,1.0,6.05505293244555,4.69785886363742,10.9604167715559,14.4381701420122
United States,2022,3.65,-1.6990000000000003,1.0,2.51237531986017,8.00279982052121,11.7844046293243,13.9429723365358
United States,2023,3.638,-0.01200000000000001,1.0,2.88755600749487,4.11633838374488,11.1844126402687,NA
